PART_ID,STRT_NUM,STRT_DSC,COMP_STRT,POST_CD,CITY_NAME,CNTR_NAME,STRT_VALD_DTTM,END_VALD_DTTM,EXEC_ID
3238,39,NomVoie1215287,NULL,#9059,Ville14,Pays1,2015-06-12 02:04:39,2015-06-12 02:04:39,12345
9841,74,NomVoie2046479,NULL,#5569,Ville10,Pays1,1998-04-04 14:17:54,1998-04-04 14:17:54,12345
2119,16,NomVoie419825,NULL,#1822,Ville6,Pays2,2015-02-14 20:54:09,2015-02-14 20:54:09,12345
4398,64,NomVoie7420922,NULL,#2663,Ville3,Pays1,1998-08-02 03:40:06,1998-08-02 03:40:06,12345
6837,73,NomVoie8432494,NULL,#0140,Ville9,Pays3,2021-05-13 02:34:36,2021-05-13 02:34:36,12345
8349,22,NomVoie2339386,NULL,#2001,Ville4,Pays2,2019-11-08 19:24:53,2019-11-08 19:24:53,12345
9985,92,NomVoie4947228,NULL,#6262,Ville6,Pays2,2006-09-08 04:51:43,2006-09-08 04:51:43,12345
7398,42,NomVoie7434818,NULL,#3317,Ville13,Pays4,2023-08-26 20:01:14,2023-08-26 20:01:14,12345
4601,8,NomVoie121918,NULL,#4070,Ville13,Pays2,2011-03-21 04:05:54,2011-03-21 04:05:54,12345
4285,15,NomVoie3020372,NULL,#3285,Ville20,Pays1,2014-07-27 14:25:49,2014-07-27 14:25:49,12345
6233,35,NomVoie9229624,NULL,#8718,Ville24,Pays1,1997-07-06 11:13:26,1997-07-06 11:13:26,12345
2256,30,NomVoie710554,NULL,#1588,Ville11,Pays1,2008-07-12 01:20:13,2008-07-12 01:20:13,12345
3089,67,NomVoie5514498,NULL,#2203,Ville14,Pays1,2011-08-04 13:06:05,2011-08-04 13:06:05,12345
5557,92,NomVoie4626395,NULL,#8976,Ville3,Pays1,2002-02-27 23:49:36,2002-02-27 23:49:36,12345
7399,25,NomVoie2734825,NULL,#6255,Ville1,Pays1,2009-04-21 15:37:16,2009-04-21 15:37:16,12345
1175,13,NomVoie955043,NULL,#9694,Ville2,Pays2,2001-09-14 21:54:34,2001-09-14 21:54:34,12345
4024,60,NomVoie9019045,NULL,#3350,Ville12,Pays3,2017-03-21 06:31:02,2017-03-21 06:31:02,12345
3298,3,NomVoie7215547,NULL,#7662,Ville5,Pays1,1997-01-20 05:25:19,1997-01-20 05:25:19,12345
3525,91,NomVoie9416690,NULL,#7697,Ville24,Pays1,1997-10-05 18:16:17,1997-10-05 18:16:17,12345
3778,90,NomVoie4717809,NULL,#4306,Ville7,Pays2,2001-03-27 16:04:35,2001-03-27 16:04:35,12345
560,36,NomVoie112012,NULL,#0742,Ville5,Pays3,1999-01-21 05:57:51,1999-01-21 05:57:51,12345
6164,49,NomVoie3329256,NULL,#0732,Ville15,Pays1,2014-08-07 07:42:30,2014-08-07 07:42:30,12345
1843,27,NomVoie528493,NULL,#2189,Ville14,Pays1,2000-06-23 14:43:37,2000-06-23 14:43:37,12345
8740,89,NomVoie841341,NULL,#0710,Ville17,Pays2,2021-10-19 22:09:09,2021-10-19 22:09:09,12345
2942,77,NomVoie5813797,NULL,#7849,Ville3,Pays2,2007-05-15 02:52:06,2007-05-15 02:52:06,12345
2260,50,NomVoie6210571,NULL,#5401,Ville20,Pays2,2000-07-21 11:56:32,2000-07-21 11:56:32,12345
7959,55,NomVoie5737624,NULL,#0793,Ville11,Pays1,2015-04-12 23:35:05,2015-04-12 23:35:05,12345
9931,43,NomVoie8746886,NULL,#8434,Ville17,Pays4,2013-02-19 08:34:42,2013-02-19 08:34:42,12345
8448,69,NomVoie1039828,NULL,#2506,Ville13,Pays1,2001-03-17 02:20:57,2001-03-17 02:20:57,12345
9417,76,NomVoie444480,NULL,#2914,Ville14,Pays2,1999-10-24 08:18:45,1999-10-24 08:18:45,12345
758,26,NomVoie373006,NULL,#9815,Ville23,Pays4,2017-03-19 19:45:33,2017-03-19 19:45:33,12345
2727,40,NomVoie8112823,NULL,#3805,Ville17,Pays2,2000-11-19 20:27:48,2000-11-19 20:27:48,12345
4347,94,NomVoie120677,NULL,#7741,Ville3,Pays4,2014-04-25 13:04:12,2014-04-25 13:04:12,12345
2046,93,NomVoie429454,NULL,#5094,Ville10,Pays2,2004-02-10 10:23:09,2004-02-10 10:23:09,12345
10219,12,NomVoie2748340,NULL,#1897,Ville4,Pays1,2009-02-10 16:42:22,2009-02-10 16:42:22,12345
8151,90,NomVoie8938511,NULL,#2013,Ville23,Pays1,2008-01-22 15:56:46,2008-01-22 15:56:46,12345
2764,79,NomVoie8612948,NULL,#2944,Ville2,Pays1,2000-09-07 22:10:32,2000-09-07 22:10:32,12345
5263,79,NomVoie4824927,NULL,#3052,Ville9,Pays1,2005-03-19 22:37:54,2005-03-19 22:37:54,12345
4143,38,NomVoie3519663,NULL,#1901,Ville1,Pays3,2003-07-09 17:45:28,2003-07-09 17:45:28,12345
8191,98,NomVoie3738662,NULL,#9013,Ville18,Pays2,1997-08-15 14:12:55,1997-08-15 14:12:55,12345
1917,34,NomVoie208842,NULL,#9268,Ville5,Pays2,2021-05-04 14:20:41,2021-05-04 14:20:41,12345
9405,23,NomVoie6944428,NULL,#7531,Ville3,Pays1,2010-04-16 08:22:20,2010-04-16 08:22:20,12345
4294,3,NomVoie5920396,NULL,#3293,Ville3,Pays2,2002-10-07 14:40:24,2002-10-07 14:40:24,12345
4726,81,NomVoie1222467,NULL,#7684,Ville7,Pays2,2002-05-08 17:57:50,2002-05-08 17:57:50,12345
4161,81,NomVoie519740,NULL,#9137,Ville20,Pays3,1999-03-11 13:14:27,1999-03-11 13:14:27,12345
4843,46,NomVoie3523011,NULL,#3389,Ville11,Pays3,2006-04-18 09:19:37,2006-04-18 09:19:37,12345
9018,31,NomVoie042676,NULL,#9372,Ville18,Pays1,2009-09-11 13:28:24,2009-09-11 13:28:24,12345
9971,75,NomVoie5647138,NULL,#3628,Ville10,Pays2,2016-06-18 20:52:40,2016-06-18 20:52:40,12345
7548,33,NomVoie3735579,NULL,#0040,Ville10,Pays2,2008-02-04 10:18:12,2008-02-04 10:18:12,12345
4095,55,NomVoie6419435,NULL,#8467,Ville17,Pays2,1999-07-07 10:12:26,1999-07-07 10:12:26,12345
6045,95,NomVoie8928670,NULL,#5871,Ville6,Pays2,1999-01-06 23:59:01,1999-01-06 23:59:01,12345
4492,72,NomVoie3021400,NULL,#4716,Ville23,Pays2,2010-07-07 18:57:47,2010-07-07 18:57:47,12345
2877,30,NomVoie2313464,NULL,#2999,Ville17,Pays1,2011-03-06 07:17:13,2011-03-06 07:17:13,12345
7724,75,NomVoie536472,NULL,#8875,Ville15,Pays1,2002-11-11 07:51:53,2002-11-11 07:51:53,12345
4762,52,NomVoie8222645,NULL,#9313,Ville8,Pays4,2019-03-27 01:26:08,2019-03-27 01:26:08,12345
1308,9,NomVoie225686,NULL,#4561,Ville16,Pays1,2004-10-04 07:42:11,2004-10-04 07:42:11,12345
9673,57,NomVoie1845695,NULL,#3466,Ville10,Pays4,2003-10-23 23:44:13,2003-10-23 23:44:13,12345
8542,28,NomVoie6540386,NULL,#4169,Ville4,Pays3,2022-03-25 06:02:22,2022-03-25 06:02:22,12345
4952,69,NomVoie8023551,NULL,#8766,Ville20,Pays3,2004-06-17 15:38:39,2004-06-17 15:38:39,12345
3464,88,NomVoie4616405,NULL,#7856,Ville5,Pays1,2023-11-10 03:01:55,2023-11-10 03:01:55,12345
10003,44,NomVoie4147351,NULL,#2837,Ville11,Pays2,2023-07-14 06:05:35,2023-07-14 06:05:35,12345
1103,54,NomVoie574690,NULL,#6850,Ville25,Pays2,2016-01-05 11:06:33,2016-01-05 11:06:33,12345
4737,28,NomVoie7522530,NULL,#8856,Ville11,Pays5,2015-03-09 02:12:32,2015-03-09 02:12:32,12345
5619,74,NomVoie3926662,NULL,#4245,Ville11,Pays1,1999-10-10 05:27:37,1999-10-10 05:27:37,12345
10284,7,NomVoie1348614,NULL,#7857,Ville19,Pays3,2019-01-04 23:47:42,2019-01-04 23:47:42,12345
7375,61,NomVoie5334698,NULL,#4309,Ville5,Pays1,2023-08-13 20:06:47,2023-08-13 20:06:47,12345
927,65,NomVoie123788,NULL,#4993,Ville3,Pays4,2020-07-17 08:26:53,2020-07-17 08:26:53,12345
2024,66,NomVoie829332,NULL,#0501,Ville14,Pays2,1998-06-05 08:34:33,1998-06-05 08:34:33,12345
4491,69,NomVoie9421396,NULL,#7482,Ville10,Pays2,2002-08-17 01:49:53,2002-08-17 01:49:53,12345
2654,32,NomVoie9712437,NULL,#7843,Ville21,Pays2,2019-08-01 10:14:13,2019-08-01 10:14:13,12345
6597,59,NomVoie1831386,NULL,#2465,Ville1,Pays1,2014-11-04 16:16:32,2014-11-04 16:16:32,12345
1801,46,NomVoie518208,NULL,#1275,Ville11,Pays2,2008-08-27 02:23:04,2008-08-27 02:23:04,12345
4853,31,NomVoie1823068,NULL,#2897,Ville20,Pays2,2019-05-13 08:30:13,2019-05-13 08:30:13,12345
7631,44,NomVoie7536013,NULL,#2231,Ville23,Pays2,1997-03-25 20:23:48,1997-03-25 20:23:48,12345
2065,89,NomVoie339545,NULL,#3821,Ville10,Pays1,2016-09-07 01:31:55,2016-09-07 01:31:55,12345
2955,48,NomVoie5613877,NULL,#9212,Ville24,Pays2,2004-06-26 01:10:01,2004-06-26 01:10:01,12345
9372,59,NomVoie2344312,NULL,#5001,Ville22,Pays3,2002-03-25 21:50:55,2002-03-25 21:50:55,12345
6128,48,NomVoie2729043,NULL,#3119,Ville5,Pays1,2016-05-22 09:57:59,2016-05-22 09:57:59,12345
1358,66,NomVoie695965,NULL,#5574,Ville17,Pays2,2018-11-25 13:41:29,2018-11-25 13:41:29,12345
6866,80,NomVoie632589,NULL,#6951,Ville18,Pays2,2009-01-15 16:50:53,2009-01-15 16:50:53,12345
8183,30,NomVoie6738629,NULL,#3720,Ville3,Pays2,2014-10-14 07:51:14,2014-10-14 07:51:14,12345
6464,62,NomVoie2230712,NULL,#7448,Ville20,Pays1,1999-04-09 06:06:11,1999-04-09 06:06:11,12345
4630,6,NomVoie9122070,NULL,#2991,Ville20,Pays1,2023-06-08 09:05:52,2023-06-08 09:05:52,12345
5081,55,NomVoie6124159,NULL,#9265,Ville11,Pays1,2018-03-22 08:14:59,2018-03-22 08:14:59,12345
1000,1,NomVoie624176,NULL,#5360,Ville17,Pays1,2013-01-16 23:15:55,2013-01-16 23:15:55,12345
7586,77,NomVoie3735738,NULL,#0818,Ville18,Pays1,2006-08-15 11:25:21,2006-08-15 11:25:21,12345
7484,5,NomVoie4535287,NULL,#6909,Ville4,Pays1,1999-09-09 06:44:59,1999-09-09 06:44:59,12345
6001,33,NomVoie7928424,NULL,#7402,Ville15,Pays1,2009-09-23 20:30:38,2009-09-23 20:30:38,12345
9300,66,NomVoie9443939,NULL,#8999,Ville9,Pays1,2007-02-20 01:56:55,2007-02-20 01:56:55,12345
6679,63,NomVoie9231760,NULL,#8011,Ville23,Pays1,2018-03-07 11:26:23,2018-03-07 11:26:23,12345
2517,57,NomVoie6711726,NULL,#4072,Ville11,Pays1,2003-10-21 12:02:13,2003-10-21 12:02:13,12345
7694,37,NomVoie636328,NULL,#1656,Ville25,Pays1,2013-11-08 10:13:18,2013-11-08 10:13:18,12345
9551,83,NomVoie9545071,NULL,#4158,Ville6,Pays2,2014-02-18 23:30:27,2014-02-18 23:30:27,12345
1846,53,NomVoie108513,NULL,#4115,Ville9,Pays1,2018-05-16 21:56:23,2018-05-16 21:56:23,12345
6738,60,NomVoie6732061,NULL,#4967,Ville6,Pays3,2010-11-05 04:06:52,2010-11-05 04:06:52,12345
452,91,NomVoie01525,NULL,#2123,Ville2,Pays3,2015-03-17 22:41:27,2015-03-17 22:41:27,12345
10412,79,NomVoie9849121,NULL,#4595,Ville10,Pays1,2019-02-12 20:23:04,2019-02-12 20:23:04,12345
6072,93,NomVoie6328805,NULL,#8431,Ville16,Pays3,2013-11-14 17:22:27,2013-11-14 17:22:27,12345
6473,1,NomVoie2630750,NULL,#2824,Ville11,Pays1,2001-10-16 16:08:56,2001-10-16 16:08:56,12345
10477,22,NomVoie7249376,NULL,#9405,Ville15,Pays3,1997-09-09 03:45:31,1997-09-09 03:45:31,12345
3582,15,NomVoie6616898,NULL,#9492,Ville16,Pays1,2015-04-16 09:38:55,2015-04-16 09:38:55,12345
1493,87,NomVoie216589,NULL,#3099,Ville3,Pays2,2023-11-05 20:42:59,2023-11-05 20:42:59,12345
3427,14,NomVoie2116177,NULL,#5397,Ville17,Pays1,2017-03-16 04:51:50,2017-03-16 04:51:50,12345
4608,39,NomVoie7521956,NULL,#9504,Ville3,Pays1,2003-07-17 03:57:54,2003-07-17 03:57:54,12345
3384,21,NomVoie516000,NULL,#1332,Ville18,Pays1,1999-02-07 07:25:05,1999-02-07 07:25:05,12345
6008,85,NomVoie028458,NULL,#8913,Ville11,Pays2,2010-01-04 01:34:30,2010-01-04 01:34:30,12345
5084,49,NomVoie5824173,NULL,#8399,Ville25,Pays3,2021-05-22 19:35:08,2021-05-22 19:35:08,12345
9475,46,NomVoie6244764,NULL,#3131,Ville3,Pays2,2012-01-25 20:27:57,2012-01-25 20:27:57,12345
779,79,NomVoie513131,NULL,#0124,Ville3,Pays2,2019-10-10 15:42:09,2019-10-10 15:42:09,12345
6284,2,NomVoie5629948,NULL,#2715,Ville9,Pays2,2009-10-07 07:47:52,2009-10-07 07:47:52,12345
8614,41,NomVoie7840789,NULL,#3839,Ville25,Pays2,2001-06-17 06:58:27,2001-06-17 06:58:27,12345
2888,41,NomVoie3313540,NULL,#4521,Ville17,Pays2,2011-04-05 18:24:39,2011-04-05 18:24:39,12345
6962,22,NomVoie5233013,NULL,#1496,Ville10,Pays2,2019-11-02 11:46:35,2019-11-02 11:46:35,12345
3253,96,NomVoie1215353,NULL,#5650,Ville9,Pays3,2016-09-08 22:41:30,2016-09-08 22:41:30,12345
6559,97,NomVoie9631198,NULL,#1439,Ville14,Pays1,2013-08-03 17:27:18,2013-08-03 17:27:18,12345
4316,4,NomVoie6920487,NULL,#7327,Ville9,Pays2,1998-10-16 19:17:52,1998-10-16 19:17:52,12345
4727,53,NomVoie6922475,NULL,#4953,Ville9,Pays1,2019-01-13 15:37:53,2019-01-13 15:37:53,12345
6712,25,NomVoie7831952,NULL,#0465,Ville25,Pays1,2013-04-11 19:23:55,2013-04-11 19:23:55,12345
7957,36,NomVoie6637621,NULL,#2566,Ville17,Pays1,2011-02-08 09:49:14,2011-02-08 09:49:14,12345
4680,92,NomVoie2722229,NULL,#2407,Ville21,Pays1,2007-04-08 06:20:09,2007-04-08 06:20:09,12345
9581,70,NomVoie4445198,NULL,#5449,Ville3,Pays1,1997-04-19 02:27:58,1997-04-19 02:27:58,12345
7236,96,NomVoie3634107,NULL,#9169,Ville15,Pays3,2016-02-03 11:27:50,2016-02-03 11:27:50,12345
2319,28,NomVoie7010806,NULL,#7334,Ville18,Pays1,2007-11-24 04:06:18,2007-11-24 04:06:18,12345
10501,62,NomVoie7149474,NULL,#9913,Ville2,Pays1,2016-04-11 10:17:14,2016-04-11 10:17:14,12345
2239,50,NomVoie8110451,NULL,#8704,Ville19,Pays1,1997-09-21 07:10:50,1997-09-21 07:10:50,12345
7371,52,NomVoie9434673,NULL,#3150,Ville10,Pays1,2015-05-06 01:45:08,2015-05-06 01:45:08,12345
6263,19,NomVoie5629833,NULL,#8237,Ville16,Pays2,2014-05-02 21:04:49,2014-05-02 21:04:49,12345
7799,83,NomVoie9836825,NULL,#0505,Ville4,Pays2,2004-04-01 07:36:36,2004-04-01 07:36:36,12345
9607,35,NomVoie7045351,NULL,#9203,Ville5,Pays2,1998-06-11 15:08:10,1998-06-11 15:08:10,12345
1868,99,NomVoie438623,NULL,#4712,Ville22,Pays1,2017-03-26 15:45:34,2017-03-26 15:45:34,12345
1380,30,NomVoie116059,NULL,#2621,Ville4,Pays2,2019-02-18 09:13:22,2019-02-18 09:13:22,12345
232,91,NomVoie58562,NULL,#1270,Ville7,Pays1,2010-03-26 10:47:03,2010-03-26 10:47:03,12345
4306,94,NomVoie320449,NULL,#6042,Ville25,Pays1,2021-11-07 19:32:42,2021-11-07 19:32:42,12345
411,85,NomVoie181302,NULL,#6344,Ville8,Pays2,2003-09-03 21:35:39,2003-09-03 21:35:39,12345
8395,51,NomVoie9839574,NULL,#1449,Ville25,Pays1,2022-06-16 22:52:26,2022-06-16 22:52:26,12345
8262,34,NomVoie2239029,NULL,#7558,Ville24,Pays3,2023-11-17 04:10:08,2023-11-17 04:10:08,12345
868,99,NomVoie463531,NULL,#2408,Ville4,Pays1,2019-11-11 04:34:15,2019-11-11 04:34:15,12345
7830,31,NomVoie1336948,NULL,#3815,Ville3,Pays1,2014-01-08 20:42:58,2014-01-08 20:42:58,12345
8552,96,NomVoie1540429,NULL,#0196,Ville1,Pays3,2011-02-10 19:54:27,2011-02-10 19:54:27,12345
6964,62,NomVoie6033016,NULL,#3261,Ville15,Pays2,2012-02-02 21:05:43,2012-02-02 21:05:43,12345
2555,53,NomVoie8511926,NULL,#2931,Ville6,Pays1,2000-01-17 07:20:43,2000-01-17 07:20:43,12345
6539,19,NomVoie3331097,NULL,#9729,Ville3,Pays2,2012-01-04 04:55:25,2012-01-04 04:55:25,12345
1772,27,NomVoie938042,NULL,#5248,Ville24,Pays3,2023-07-18 20:29:41,2023-07-18 20:29:41,12345
876,63,NomVoie923555,NULL,#1571,Ville17,Pays1,2017-03-05 19:07:51,2017-03-05 19:07:51,12345
3301,7,NomVoie1515569,NULL,#6327,Ville3,Pays3,1999-05-17 10:10:30,1999-05-17 10:10:30,12345
8984,69,NomVoie6042529,NULL,#4600,Ville10,Pays1,2003-08-10 15:09:21,2003-08-10 15:09:21,12345
8575,86,NomVoie840550,NULL,#4584,Ville23,Pays4,2012-11-16 19:25:29,2012-11-16 19:25:29,12345
3022,51,NomVoie8214179,NULL,#4965,Ville21,Pays2,2018-10-13 14:33:35,2018-10-13 14:33:35,12345
3081,92,NomVoie3114478,NULL,#9169,Ville25,Pays1,2009-08-15 13:28:34,2009-08-15 13:28:34,12345
10073,40,NomVoie8547676,NULL,#9074,Ville8,Pays2,2007-07-09 21:37:15,2007-07-09 21:37:15,12345
541,3,NomVoie741934,NULL,#0635,Ville16,Pays2,2019-01-26 09:02:39,2019-01-26 09:02:39,12345
9195,84,NomVoie7143483,NULL,#6725,Ville16,Pays3,2021-11-09 09:08:21,2021-11-09 09:08:21,12345
9883,77,NomVoie8846671,NULL,#1880,Ville10,Pays5,2002-09-08 01:10:58,2002-09-08 01:10:58,12345
10142,7,NomVoie8547983,NULL,#6346,Ville20,Pays1,2009-01-14 15:06:30,2009-01-14 15:06:30,12345
6858,37,NomVoie9932566,NULL,#6078,Ville12,Pays2,2005-06-14 20:50:38,2005-06-14 20:50:38,12345
10178,80,NomVoie1148116,NULL,#3234,Ville19,Pays1,1998-01-15 11:10:56,1998-01-15 11:10:56,12345
1806,73,NomVoie78237,NULL,#8168,Ville10,Pays2,1999-03-25 11:26:37,1999-03-25 11:26:37,12345
368,64,NomVoie91110,NULL,#7059,Ville10,Pays1,2020-10-17 21:19:54,2020-10-17 21:19:54,12345
9584,82,NomVoie1645228,NULL,#5924,Ville21,Pays2,2007-06-03 08:16:21,2007-06-03 08:16:21,12345
1273,0,NomVoie195462,NULL,#3138,Ville24,Pays1,2021-08-16 14:20:39,2021-08-16 14:20:39,12345
1570,43,NomVoie976979,NULL,#7158,Ville21,Pays1,2019-03-12 09:45:57,2019-03-12 09:45:57,12345
10039,65,NomVoie7347532,NULL,#2867,Ville1,Pays1,2018-07-21 16:15:47,2018-07-21 16:15:47,12345
4010,68,NomVoie1718940,NULL,#6696,Ville13,Pays2,2005-03-15 16:16:21,2005-03-15 16:16:21,12345
1795,31,NomVoie358187,NULL,#7102,Ville16,Pays1,2014-02-11 17:56:47,2014-02-11 17:56:47,12345
479,63,NomVoie871659,NULL,#0795,Ville11,Pays1,2017-03-23 04:02:21,2017-03-23 04:02:21,12345
6157,46,NomVoie3629235,NULL,#9668,Ville1,Pays2,2000-10-27 04:23:14,2000-10-27 04:23:14,12345
4672,72,NomVoie6322204,NULL,#1598,Ville13,Pays2,2019-11-11 23:21:30,2019-11-11 23:21:30,12345
4665,61,NomVoie8622184,NULL,#0395,Ville3,Pays1,2015-04-13 03:25:05,2015-04-13 03:25:05,12345
6131,80,NomVoie6429063,NULL,#7994,Ville19,Pays3,2003-06-25 06:34:02,2003-06-25 06:34:02,12345
9357,28,NomVoie6144235,NULL,#5103,Ville21,Pays1,1997-11-25 16:56:11,1997-11-25 16:56:11,12345
4646,27,NomVoie4422118,NULL,#7141,Ville16,Pays1,2004-05-24 12:17:24,2004-05-24 12:17:24,12345
7183,55,NomVoie3933865,NULL,#0167,Ville18,Pays2,2011-07-17 03:14:57,2011-07-17 03:14:57,12345
2045,36,NomVoie849451,NULL,#6296,Ville20,Pays3,2016-10-27 10:03:57,2016-10-27 10:03:57,12345
6882,13,NomVoie2032664,NULL,#6152,Ville22,Pays2,2009-04-19 19:41:48,2009-04-19 19:41:48,12345
4565,74,NomVoie5121738,NULL,#1543,Ville1,Pays2,2003-03-08 03:44:14,2003-03-08 03:44:14,12345
2805,75,NomVoie1513150,NULL,#9555,Ville21,Pays2,2000-09-20 03:32:40,2000-09-20 03:32:40,12345
7258,30,NomVoie8434208,NULL,#0623,Ville18,Pays4,1999-06-20 22:59:25,1999-06-20 22:59:25,12345
722,35,NomVoie92809,NULL,#7015,Ville18,Pays3,2015-10-16 17:13:16,2015-10-16 17:13:16,12345
739,81,NomVoie792883,NULL,#6239,Ville3,Pays3,2001-07-21 16:42:41,2001-07-21 16:42:41,12345
2392,24,NomVoie1911099,NULL,#5978,Ville6,Pays1,2020-07-18 23:41:39,2020-07-18 23:41:39,12345
10332,58,NomVoie3948829,NULL,#9756,Ville17,Pays2,2022-03-19 12:01:38,2022-03-19 12:01:38,12345
2161,5,NomVoie2210076,NULL,#5160,Ville7,Pays2,2022-11-10 03:25:10,2022-11-10 03:25:10,12345
3319,25,NomVoie8915648,NULL,#3652,Ville21,Pays1,2007-11-03 20:41:06,2007-11-03 20:41:06,12345
3400,95,NomVoie5316072,NULL,#4551,Ville23,Pays2,2015-02-04 10:49:48,2015-02-04 10:49:48,12345
4372,36,NomVoie8920785,NULL,#1562,Ville20,Pays3,1998-04-27 13:17:28,1998-04-27 13:17:28,12345
10526,8,NomVoie1049581,NULL,#8270,Ville19,Pays1,2003-05-13 08:18:03,2003-05-13 08:18:03,12345
7367,16,NomVoie2834653,NULL,#6039,Ville10,Pays3,2015-03-07 03:18:51,2015-03-07 03:18:51,12345
2432,73,NomVoie811325,NULL,#0166,Ville4,Pays2,2015-10-20 23:36:17,2015-10-20 23:36:17,12345
7336,56,NomVoie5934537,NULL,#1196,Ville8,Pays1,2004-07-24 20:25:42,2004-07-24 20:25:42,12345
4873,31,NomVoie5623151,NULL,#6263,Ville2,Pays3,1997-07-21 14:23:26,1997-07-21 14:23:26,12345
4887,21,NomVoie1323207,NULL,#9536,Ville21,Pays1,1999-06-12 23:50:59,1999-06-12 23:50:59,12345
5769,58,NomVoie1227336,NULL,#7046,Ville18,Pays3,1997-02-14 04:29:37,1997-02-14 04:29:37,12345
7516,69,NomVoie5335423,NULL,#2991,Ville23,Pays2,2007-04-19 19:56:54,2007-04-19 19:56:54,12345
7298,74,NomVoie134380,NULL,#5698,Ville4,Pays1,2017-11-24 22:34:10,2017-11-24 22:34:10,12345
5772,32,NomVoie1727347,NULL,#5132,Ville18,Pays2,2021-07-14 07:12:31,2021-07-14 07:12:31,12345
7559,71,NomVoie7035631,NULL,#9797,Ville21,Pays1,2004-01-17 13:33:31,2004-01-17 13:33:31,12345
7753,72,NomVoie4236613,NULL,#8792,Ville4,Pays3,2000-07-25 12:01:33,2000-07-25 12:01:33,12345
4295,86,NomVoie8220403,NULL,#7394,Ville5,Pays2,2020-07-13 05:01:42,2020-07-13 05:01:42,12345
2699,99,NomVoie9612664,NULL,#9927,Ville19,Pays2,2002-04-27 05:01:48,2002-04-27 05:01:48,12345
5757,47,NomVoie8327298,NULL,#4292,Ville23,Pays3,2016-09-06 23:11:37,2016-09-06 23:11:37,12345
3346,39,NomVoie6715845,NULL,#5483,Ville20,Pays3,2011-02-05 22:52:10,2011-02-05 22:52:10,12345
10492,83,NomVoie4449434,NULL,#3440,Ville1,Pays2,2021-05-27 16:37:05,2021-05-27 16:37:05,12345
2270,97,NomVoie2010597,NULL,#5428,Ville21,Pays4,2008-02-13 18:33:44,2008-02-13 18:33:44,12345
1446,95,NomVoie366386,NULL,#7167,Ville18,Pays3,2013-10-22 12:19:19,2013-10-22 12:19:19,12345
5000,87,NomVoie6723785,NULL,#5983,Ville1,Pays1,2010-09-02 02:56:23,2010-09-02 02:56:23,12345
7569,87,NomVoie835685,NULL,#8222,Ville18,Pays2,2009-07-18 11:03:58,2009-07-18 11:03:58,12345
2108,0,NomVoie619757,NULL,#3628,Ville25,Pays1,2000-04-10 16:28:51,2000-04-10 16:28:51,12345
3483,87,NomVoie716504,NULL,#8508,Ville12,Pays2,2006-01-10 12:34:05,2006-01-10 12:34:05,12345
9620,32,NomVoie2045398,NULL,#4803,Ville10,Pays3,2000-07-22 16:27:38,2000-07-22 16:27:38,12345
2463,56,NomVoie3511494,NULL,#9276,Ville11,Pays2,2001-09-20 03:38:23,2001-09-20 03:38:23,12345
6022,88,NomVoie1228537,NULL,#7794,Ville25,Pays2,2013-08-08 14:14:10,2013-08-08 14:14:10,12345
5953,3,NomVoie5828219,NULL,#6056,Ville13,Pays1,2020-04-19 23:54:57,2020-04-19 23:54:57,12345
3964,12,NomVoie618719,NULL,#1928,Ville22,Pays2,2004-04-06 17:22:10,2004-04-06 17:22:10,12345
2649,49,NomVoie2112416,NULL,#9568,Ville13,Pays4,2008-07-06 15:08:03,2008-07-06 15:08:03,12345
6863,66,NomVoie7932581,NULL,#3809,Ville13,Pays2,2013-07-01 20:44:55,2013-07-01 20:44:55,12345
9989,37,NomVoie9947270,NULL,#0530,Ville3,Pays2,2021-08-05 10:33:01,2021-08-05 10:33:01,12345
263,77,NomVoie76673,NULL,#2553,Ville18,Pays1,2004-11-08 16:07:46,2004-11-08 16:07:46,12345
3873,77,NomVoie8018286,NULL,#4537,Ville15,Pays4,2001-03-04 16:16:55,2001-03-04 16:16:55,12345
3351,75,NomVoie2415863,NULL,#1995,Ville25,Pays1,2005-10-09 15:31:11,2005-10-09 15:31:11,12345
5209,39,NomVoie3424687,NULL,#9555,Ville18,Pays2,2019-06-04 13:30:44,2019-06-04 13:30:44,12345
8521,25,NomVoie1840262,NULL,#8181,Ville15,Pays1,2022-07-21 22:15:54,2022-07-21 22:15:54,12345
3659,64,NomVoie4317195,NULL,#2615,Ville11,Pays3,2007-08-22 12:20:48,2007-08-22 12:20:48,12345
7708,98,NomVoie2336401,NULL,#0282,Ville8,Pays2,2005-11-12 03:13:12,2005-11-12 03:13:12,12345
8971,28,NomVoie9642489,NULL,#8284,Ville14,Pays3,2019-05-14 09:55:10,2019-05-14 09:55:10,12345
1422,18,NomVoie846272,NULL,#6416,Ville13,Pays2,2002-11-03 01:49:49,2002-11-03 01:49:49,12345
1859,96,NomVoie618587,NULL,#8394,Ville14,Pays2,1997-01-08 12:55:42,1997-01-08 12:55:42,12345
6731,90,NomVoie532033,NULL,#9498,Ville10,Pays1,2002-06-19 04:09:59,2002-06-19 04:09:59,12345
6311,56,NomVoie4130095,NULL,#7273,Ville20,Pays1,2011-11-26 06:08:36,2011-11-26 06:08:36,12345
3729,66,NomVoie4017583,NULL,#1057,Ville17,Pays2,2007-10-17 07:06:21,2007-10-17 07:06:21,12345
